location,date,iso_code,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Africa,2022-06-05,OWID_AFR,77.0,3.0,18.0,1.0,2.71,0.14,0.013,0.054,0.002,0.0007,0.00211,0.0001
Africa,2022-06-06,OWID_AFR,77.0,3.0,0.0,0.0,2.71,0.14,0.0,0.054,0.002,0.0,0.00211,0.0001
Africa,2022-06-07,OWID_AFR,77.0,3.0,0.0,0.0,2.71,0.14,0.0,0.054,0.002,0.0,0.00211,0.0001
Africa,2022-06-08,OWID_AFR,77.0,3.0,0.0,0.0,2.71,0.14,0.0,0.054,0.002,0.0,0.00211,0.0001
Africa,2022-06-09,OWID_AFR,77.0,3.0,0.0,0.0,2.57,0.14,0.0,0.054,0.002,0.0,0.00211,0.0001
Africa,2022-06-10,OWID_AFR,77.0,3.0,0.0,0.0,2.57,0.14,0.0,0.054,0.002,0.0,0.00211,0.0001
Africa,2022-06-11,OWID_AFR,77.0,3.0,0.0,0.0,2.57,0.14,0.0,0.054,0.002,0.0,0.00211,0.0001
Africa,2022-06-12,OWID_AFR,92.0,3.0,15.0,0.0,2.14,0.0,0.011,0.065,0.002,0.0,0.00211,0.0
Africa,2022-06-13,OWID_AFR,92.0,3.0,0.0,0.0,2.14,0.0,0.0,0.065,0.002,0.0,0.00211,0.0
Africa,2022-06-14,OWID_AFR,92.0,3.0,0.0,0.0,2.14,0.0,0.0,0.065,0.002,0.0,0.0021,0.0
Africa,2022-06-15,OWID_AFR,92.0,3.0,0.0,0.0,2.14,0.0,0.0,0.065,0.002,0.0,0.0021,0.0
Africa,2022-06-16,OWID_AFR,92.0,3.0,0.0,0.0,2.14,0.0,0.0,0.065,0.002,0.0,0.0021,0.0
Africa,2022-06-17,OWID_AFR,92.0,3.0,0.0,0.0,2.14,0.0,0.0,0.065,0.002,0.0,0.0021,0.0
Africa,2022-06-18,OWID_AFR,92.0,3.0,0.0,0.0,2.14,0.0,0.0,0.065,0.002,0.0,0.0021,0.0
Africa,2022-06-19,OWID_AFR,191.0,3.0,99.0,0.0,14.14,0.0,0.069,0.134,0.01,0.0,0.0021,0.0
Africa,2022-06-20,OWID_AFR,191.0,3.0,0.0,0.0,14.14,0.0,0.0,0.134,0.01,0.0,0.0021,0.0
Africa,2022-06-21,OWID_AFR,191.0,3.0,0.0,0.0,14.14,0.0,0.0,0.134,0.01,0.0,0.0021,0.0
Africa,2022-06-22,OWID_AFR,191.0,3.0,0.0,0.0,14.14,0.0,0.0,0.134,0.01,0.0,0.0021,0.0
Africa,2022-06-23,OWID_AFR,191.0,3.0,0.0,0.0,14.14,0.0,0.0,0.134,0.01,0.0,0.0021,0.0
Africa,2022-06-24,OWID_AFR,191.0,3.0,0.0,0.0,14.14,0.0,0.0,0.134,0.01,0.0,0.0021,0.0
Africa,2022-06-25,OWID_AFR,191.0,3.0,0.0,0.0,14.14,0.0,0.0,0.134,0.01,0.0,0.0021,0.0
Africa,2022-06-26,OWID_AFR,217.0,3.0,26.0,0.0,3.71,0.0,0.018,0.152,0.003,0.0,0.0021,0.0
Africa,2022-06-27,OWID_AFR,217.0,3.0,0.0,0.0,3.71,0.0,0.0,0.152,0.003,0.0,0.0021,0.0
Africa,2022-06-28,OWID_AFR,217.0,3.0,0.0,0.0,3.71,0.0,0.0,0.152,0.003,0.0,0.0021,0.0
Africa,2022-06-29,OWID_AFR,217.0,3.0,0.0,0.0,3.71,0.0,0.0,0.152,0.003,0.0,0.0021,0.0
Africa,2022-06-30,OWID_AFR,217.0,3.0,0.0,0.0,3.71,0.0,0.0,0.152,0.003,0.0,0.0021,0.0
Africa,2022-07-01,OWID_AFR,217.0,3.0,0.0,0.0,3.71,0.0,0.0,0.152,0.003,0.0,0.0021,0.0
Africa,2022-07-02,OWID_AFR,217.0,3.0,0.0,0.0,3.71,0.0,0.0,0.152,0.003,0.0,0.0021,0.0
Africa,2022-07-03,OWID_AFR,247.0,4.0,30.0,1.0,4.29,0.14,0.021,0.173,0.003,0.0007,0.0028,0.0001
Africa,2022-07-04,OWID_AFR,247.0,4.0,0.0,0.0,4.29,0.14,0.0,0.173,0.003,0.0,0.0028,0.0001
Africa,2022-07-05,OWID_AFR,247.0,4.0,0.0,0.0,4.29,0.14,0.0,0.173,0.003,0.0,0.0028,0.0001
Africa,2022-07-06,OWID_AFR,247.0,4.0,0.0,0.0,4.29,0.14,0.0,0.173,0.003,0.0,0.0028,0.0001
Africa,2022-07-07,OWID_AFR,247.0,4.0,0.0,0.0,4.29,0.14,0.0,0.173,0.003,0.0,0.0028,0.0001
Africa,2022-07-08,OWID_AFR,247.0,4.0,0.0,0.0,4.29,0.14,0.0,0.173,0.003,0.0,0.0028,0.0001
Africa,2022-07-09,OWID_AFR,247.0,4.0,0.0,0.0,4.29,0.14,0.0,0.173,0.003,0.0,0.0028,0.0001
Africa,2022-07-10,OWID_AFR,269.0,4.0,22.0,0.0,3.14,0.0,0.015,0.188,0.002,0.0,0.0028,0.0
Africa,2022-07-11,OWID_AFR,269.0,4.0,0.0,0.0,3.14,0.0,0.0,0.188,0.002,0.0,0.0028,0.0
Africa,2022-07-12,OWID_AFR,269.0,4.0,0.0,0.0,3.14,0.0,0.0,0.188,0.002,0.0,0.0028,0.0
Africa,2022-07-13,OWID_AFR,269.0,4.0,0.0,0.0,3.14,0.0,0.0,0.188,0.002,0.0,0.0028,0.0
Africa,2022-07-14,OWID_AFR,269.0,4.0,0.0,0.0,3.14,0.0,0.0,0.188,0.002,0.0,0.0028,0.0
Africa,2022-07-15,OWID_AFR,269.0,4.0,0.0,0.0,3.14,0.0,0.0,0.188,0.002,0.0,0.0028,0.0
Africa,2022-07-16,OWID_AFR,269.0,4.0,0.0,0.0,3.14,0.0,0.0,0.188,0.002,0.0,0.0028,0.0
Africa,2022-07-17,OWID_AFR,291.0,4.0,22.0,0.0,3.14,0.0,0.015,0.204,0.002,0.0,0.0028,0.0
Africa,2022-07-18,OWID_AFR,291.0,4.0,0.0,0.0,3.14,0.0,0.0,0.204,0.002,0.0,0.0028,0.0
Africa,2022-07-19,OWID_AFR,291.0,4.0,0.0,0.0,3.14,0.0,0.0,0.204,0.002,0.0,0.0028,0.0
Africa,2022-07-20,OWID_AFR,291.0,4.0,0.0,0.0,3.14,0.0,0.0,0.204,0.002,0.0,0.0028,0.0
Africa,2022-07-21,OWID_AFR,291.0,4.0,0.0,0.0,3.14,0.0,0.0,0.204,0.002,0.0,0.0028,0.0
Africa,2022-07-22,OWID_AFR,291.0,4.0,0.0,0.0,3.14,0.0,0.0,0.204,0.002,0.0,0.0028,0.0
Africa,2022-07-23,OWID_AFR,291.0,4.0,0.0,0.0,3.14,0.0,0.0,0.204,0.002,0.0,0.0028,0.0
Africa,2022-07-24,OWID_AFR,308.0,4.0,17.0,0.0,2.43,0.0,0.012,0.216,0.002,0.0,0.0028,0.0
Africa,2022-07-25,OWID_AFR,308.0,4.0,0.0,0.0,2.43,0.0,0.0,0.216,0.002,0.0,0.0028,0.0
Africa,2022-07-26,OWID_AFR,308.0,4.0,0.0,0.0,2.43,0.0,0.0,0.216,0.002,0.0,0.0028,0.0
Africa,2022-07-27,OWID_AFR,308.0,4.0,0.0,0.0,2.43,0.0,0.0,0.216,0.002,0.0,0.0028,0.0
Africa,2022-07-28,OWID_AFR,308.0,4.0,0.0,0.0,2.43,0.0,0.0,0.216,0.002,0.0,0.0028,0.0
Africa,2022-07-29,OWID_AFR,308.0,4.0,0.0,0.0,2.43,0.0,0.0,0.215,0.002,0.0,0.0028,0.0
Africa,2022-07-30,OWID_AFR,308.0,4.0,0.0,0.0,2.43,0.0,0.0,0.215,0.002,0.0,0.0028,0.0
Africa,2022-07-31,OWID_AFR,349.0,5.0,41.0,1.0,5.86,0.14,0.029,0.244,0.004,0.0007,0.0035,0.0001
Africa,2022-08-01,OWID_AFR,350.0,5.0,1.0,0.0,6.0,0.14,0.001,0.245,0.004,0.0,0.0035,0.0001
Africa,2022-08-02,OWID_AFR,350.0,5.0,0.0,0.0,6.0,0.14,0.0,0.245,0.004,0.0,0.0035,0.0001
Africa,2022-08-03,OWID_AFR,350.0,5.0,0.0,0.0,6.0,0.14,0.0,0.245,0.004,0.0,0.0035,0.0001
Africa,2022-08-04,OWID_AFR,350.0,5.0,0.0,0.0,6.0,0.14,0.0,0.245,0.004,0.0,0.0035,0.0001
Africa,2022-08-05,OWID_AFR,350.0,5.0,0.0,0.0,6.0,0.14,0.0,0.245,0.004,0.0,0.0035,0.0001
Africa,2022-08-06,OWID_AFR,350.0,5.0,0.0,0.0,6.0,0.14,0.0,0.245,0.004,0.0,0.0035,0.0001
Africa,2022-08-07,OWID_AFR,370.0,8.0,20.0,3.0,3.0,0.43,0.014,0.259,0.002,0.0021,0.00559,0.0003
Africa,2022-08-08,OWID_AFR,370.0,8.0,0.0,0.0,2.86,0.43,0.0,0.259,0.002,0.0,0.00559,0.0003
Africa,2022-08-09,OWID_AFR,370.0,8.0,0.0,0.0,2.86,0.43,0.0,0.259,0.002,0.0,0.00559,0.0003
Africa,2022-08-10,OWID_AFR,371.0,8.0,1.0,0.0,3.0,0.43,0.001,0.259,0.002,0.0,0.00559,0.0003
Africa,2022-08-11,OWID_AFR,371.0,8.0,0.0,0.0,3.0,0.43,0.0,0.259,0.002,0.0,0.00559,0.0003
Africa,2022-08-12,OWID_AFR,371.0,8.0,0.0,0.0,3.0,0.43,0.0,0.259,0.002,0.0,0.00559,0.0003
Africa,2022-08-13,OWID_AFR,371.0,8.0,0.0,0.0,3.0,0.43,0.0,0.259,0.002,0.0,0.00559,0.0003
Africa,2022-08-14,OWID_AFR,483.0,8.0,112.0,0.0,16.14,0.0,0.078,0.338,0.011,0.0,0.00559,0.0
Africa,2022-08-15,OWID_AFR,483.0,8.0,0.0,0.0,16.14,0.0,0.0,0.338,0.011,0.0,0.00559,0.0
Africa,2022-08-16,OWID_AFR,483.0,8.0,0.0,0.0,16.14,0.0,0.0,0.338,0.011,0.0,0.00559,0.0
Africa,2022-08-17,OWID_AFR,483.0,8.0,0.0,0.0,16.0,0.0,0.0,0.338,0.011,0.0,0.00559,0.0
Africa,2022-08-18,OWID_AFR,483.0,8.0,0.0,0.0,16.0,0.0,0.0,0.337,0.011,0.0,0.00559,0.0
Africa,2022-08-19,OWID_AFR,483.0,8.0,0.0,0.0,16.0,0.0,0.0,0.337,0.011,0.0,0.00559,0.0
Africa,2022-08-20,OWID_AFR,483.0,8.0,0.0,0.0,16.0,0.0,0.0,0.337,0.011,0.0,0.00559,0.0
Africa,2022-08-21,OWID_AFR,516.0,13.0,33.0,5.0,4.71,0.71,0.023,0.36,0.003,0.00349,0.00908,0.0005
Africa,2022-08-22,OWID_AFR,516.0,13.0,0.0,0.0,4.71,0.71,0.0,0.36,0.003,0.0,0.00908,0.0005
Africa,2022-08-23,OWID_AFR,516.0,13.0,0.0,0.0,4.71,0.71,0.0,0.36,0.003,0.0,0.00908,0.0005
Africa,2022-08-24,OWID_AFR,516.0,13.0,0.0,0.0,4.71,0.71,0.0,0.36,0.003,0.0,0.00908,0.0005
Africa,2022-08-25,OWID_AFR,516.0,13.0,0.0,0.0,4.71,0.71,0.0,0.36,0.003,0.0,0.00908,0.0005
Africa,2022-08-26,OWID_AFR,516.0,13.0,0.0,0.0,4.71,0.71,0.0,0.36,0.003,0.0,0.00908,0.0005
Africa,2022-08-27,OWID_AFR,516.0,13.0,0.0,0.0,4.71,0.71,0.0,0.36,0.003,0.0,0.00908,0.0005
Africa,2022-08-28,OWID_AFR,585.0,13.0,69.0,0.0,9.86,0.0,0.048,0.408,0.007,0.0,0.00908,0.0
Africa,2022-08-29,OWID_AFR,587.0,13.0,2.0,0.0,10.14,0.0,0.001,0.41,0.007,0.0,0.00908,0.0
Africa,2022-08-30,OWID_AFR,587.0,13.0,0.0,0.0,10.14,0.0,0.0,0.41,0.007,0.0,0.00908,0.0
Africa,2022-08-31,OWID_AFR,587.0,13.0,0.0,0.0,10.14,0.0,0.0,0.41,0.007,0.0,0.00908,0.0
Africa,2022-09-01,OWID_AFR,587.0,13.0,0.0,0.0,10.14,0.0,0.0,0.41,0.007,0.0,0.00908,0.0
Africa,2022-09-02,OWID_AFR,587.0,13.0,0.0,0.0,10.14,0.0,0.0,0.41,0.007,0.0,0.00907,0.0
Africa,2022-09-03,OWID_AFR,587.0,13.0,0.0,0.0,10.14,0.0,0.0,0.41,0.007,0.0,0.00907,0.0
Africa,2022-09-04,OWID_AFR,631.0,14.0,44.0,1.0,6.57,0.14,0.031,0.44,0.005,0.0007,0.00977,0.0001
Africa,2022-09-05,OWID_AFR,631.0,14.0,0.0,0.0,6.29,0.14,0.0,0.44,0.004,0.0,0.00977,0.0001
Africa,2022-09-06,OWID_AFR,633.0,14.0,2.0,0.0,6.57,0.14,0.001,0.442,0.005,0.0,0.00977,0.0001
Africa,2022-09-07,OWID_AFR,633.0,14.0,0.0,0.0,6.57,0.14,0.0,0.442,0.005,0.0,0.00977,0.0001
Africa,2022-09-08,OWID_AFR,633.0,14.0,0.0,0.0,6.57,0.14,0.0,0.442,0.005,0.0,0.00977,0.0001
Africa,2022-09-09,OWID_AFR,633.0,14.0,0.0,0.0,6.57,0.14,0.0,0.442,0.005,0.0,0.00977,0.0001
Africa,2022-09-10,OWID_AFR,633.0,14.0,0.0,0.0,6.57,0.14,0.0,0.442,0.005,0.0,0.00977,0.0001
Africa,2022-09-11,OWID_AFR,672.0,14.0,39.0,0.0,5.86,0.0,0.027,0.469,0.004,0.0,0.00977,0.0
Africa,2022-09-12,OWID_AFR,672.0,14.0,0.0,0.0,5.86,0.0,0.0,0.469,0.004,0.0,0.00977,0.0
Africa,2022-09-13,OWID_AFR,672.0,14.0,0.0,0.0,5.57,0.0,0.0,0.469,0.004,0.0,0.00977,0.0
Africa,2022-09-14,OWID_AFR,672.0,14.0,0.0,0.0,5.57,0.0,0.0,0.469,0.004,0.0,0.00977,0.0
Africa,2022-09-15,OWID_AFR,674.0,15.0,2.0,1.0,5.86,0.14,0.001,0.47,0.004,0.0007,0.01046,0.0001
Africa,2022-09-16,OWID_AFR,674.0,15.0,0.0,0.0,5.86,0.14,0.0,0.47,0.004,0.0,0.01046,0.0001
Africa,2022-09-17,OWID_AFR,674.0,15.0,0.0,0.0,5.86,0.14,0.0,0.47,0.004,0.0,0.01046,0.0001
Africa,2022-09-18,OWID_AFR,744.0,15.0,70.0,0.0,10.29,0.14,0.049,0.519,0.007,0.0,0.01046,0.0001
Africa,2022-09-19,OWID_AFR,744.0,15.0,0.0,0.0,10.29,0.14,0.0,0.519,0.007,0.0,0.01046,0.0001
Africa,2022-09-20,OWID_AFR,744.0,15.0,0.0,0.0,10.29,0.14,0.0,0.519,0.007,0.0,0.01046,0.0001
Africa,2022-09-21,OWID_AFR,745.0,15.0,1.0,0.0,10.43,0.14,0.001,0.519,0.007,0.0,0.01046,0.0001
Africa,2022-09-22,OWID_AFR,745.0,15.0,0.0,0.0,10.14,0.0,0.0,0.519,0.007,0.0,0.01046,0.0
Africa,2022-09-23,OWID_AFR,745.0,15.0,0.0,0.0,10.14,0.0,0.0,0.519,0.007,0.0,0.01046,0.0
Africa,2022-09-24,OWID_AFR,745.0,15.0,0.0,0.0,10.14,0.0,0.0,0.519,0.007,0.0,0.01046,0.0
Africa,2022-09-25,OWID_AFR,818.0,15.0,73.0,0.0,10.57,0.0,0.051,0.57,0.007,0.0,0.01046,0.0
Africa,2022-09-26,OWID_AFR,818.0,15.0,0.0,0.0,10.57,0.0,0.0,0.57,0.007,0.0,0.01045,0.0
Africa,2022-09-27,OWID_AFR,819.0,15.0,1.0,0.0,10.71,0.0,0.001,0.571,0.007,0.0,0.01045,0.0
Africa,2022-09-28,OWID_AFR,819.0,15.0,0.0,0.0,10.57,0.0,0.0,0.571,0.007,0.0,0.01045,0.0
Africa,2022-09-29,OWID_AFR,819.0,15.0,0.0,0.0,10.57,0.0,0.0,0.571,0.007,0.0,0.01045,0.0
Africa,2022-09-30,OWID_AFR,819.0,15.0,0.0,0.0,10.57,0.0,0.0,0.571,0.007,0.0,0.01045,0.0
Africa,2022-10-01,OWID_AFR,829.0,15.0,10.0,0.0,12.0,0.0,0.007,0.578,0.008,0.0,0.01045,0.0
Africa,2022-10-02,OWID_AFR,860.0,15.0,31.0,0.0,6.0,0.0,0.022,0.599,0.004,0.0,0.01045,0.0
Africa,2022-10-03,OWID_AFR,860.0,15.0,0.0,0.0,6.0,0.0,0.0,0.599,0.004,0.0,0.01045,0.0
Africa,2022-10-04,OWID_AFR,860.0,15.0,0.0,0.0,5.86,0.0,0.0,0.599,0.004,0.0,0.01045,0.0
Africa,2022-10-05,OWID_AFR,860.0,15.0,0.0,0.0,5.86,0.0,0.0,0.599,0.004,0.0,0.01045,0.0
Africa,2022-10-06,OWID_AFR,860.0,15.0,0.0,0.0,5.86,0.0,0.0,0.599,0.004,0.0,0.01045,0.0
Africa,2022-10-07,OWID_AFR,860.0,15.0,0.0,0.0,5.86,0.0,0.0,0.599,0.004,0.0,0.01045,0.0
Africa,2022-10-08,OWID_AFR,860.0,15.0,0.0,0.0,4.43,0.0,0.0,0.599,0.003,0.0,0.01045,0.0
Africa,2022-10-09,OWID_AFR,936.0,15.0,76.0,0.0,10.86,0.0,0.053,0.652,0.008,0.0,0.01045,0.0
Africa,2022-10-10,OWID_AFR,936.0,15.0,0.0,0.0,10.86,0.0,0.0,0.652,0.008,0.0,0.01045,0.0
Africa,2022-10-11,OWID_AFR,936.0,15.0,0.0,0.0,10.86,0.0,0.0,0.652,0.008,0.0,0.01044,0.0
Africa,2022-10-12,OWID_AFR,936.0,15.0,0.0,0.0,10.86,0.0,0.0,0.652,0.008,0.0,0.01044,0.0
Africa,2022-10-13,OWID_AFR,936.0,15.0,0.0,0.0,10.86,0.0,0.0,0.652,0.008,0.0,0.01044,0.0
Africa,2022-10-14,OWID_AFR,936.0,15.0,0.0,0.0,10.86,0.0,0.0,0.652,0.008,0.0,0.01044,0.0
Africa,2022-10-15,OWID_AFR,936.0,15.0,0.0,0.0,10.86,0.0,0.0,0.652,0.008,0.0,0.01044,0.0
Africa,2022-10-16,OWID_AFR,971.0,15.0,35.0,0.0,5.0,0.0,0.024,0.676,0.003,0.0,0.01044,0.0
Africa,2022-10-17,OWID_AFR,971.0,15.0,0.0,0.0,5.0,0.0,0.0,0.676,0.003,0.0,0.01044,0.0
Africa,2022-10-18,OWID_AFR,971.0,15.0,0.0,0.0,5.0,0.0,0.0,0.676,0.003,0.0,0.01044,0.0
Africa,2022-10-19,OWID_AFR,972.0,15.0,1.0,0.0,5.14,0.0,0.001,0.676,0.004,0.0,0.01044,0.0
Africa,2022-10-20,OWID_AFR,972.0,15.0,0.0,0.0,5.14,0.0,0.0,0.676,0.004,0.0,0.01044,0.0
Africa,2022-10-21,OWID_AFR,972.0,15.0,0.0,0.0,5.14,0.0,0.0,0.676,0.004,0.0,0.01044,0.0
Africa,2022-10-22,OWID_AFR,972.0,15.0,0.0,0.0,5.14,0.0,0.0,0.676,0.004,0.0,0.01044,0.0
Africa,2022-10-23,OWID_AFR,1018.0,16.0,46.0,1.0,6.71,0.14,0.032,0.708,0.005,0.0007,0.01113,0.0001
Africa,2022-10-24,OWID_AFR,1018.0,16.0,0.0,0.0,6.71,0.14,0.0,0.708,0.005,0.0,0.01113,0.0001
Africa,2022-10-25,OWID_AFR,1018.0,16.0,0.0,0.0,6.71,0.14,0.0,0.708,0.005,0.0,0.01113,0.0001
Africa,2022-10-26,OWID_AFR,1018.0,16.0,0.0,0.0,6.57,0.14,0.0,0.708,0.005,0.0,0.01113,0.0001
Africa,2022-10-27,OWID_AFR,1018.0,16.0,0.0,0.0,6.57,0.14,0.0,0.708,0.005,0.0,0.01113,0.0001
Africa,2022-10-28,OWID_AFR,1018.0,16.0,0.0,0.0,6.57,0.14,0.0,0.708,0.005,0.0,0.01113,0.0001
Africa,2022-10-29,OWID_AFR,1018.0,16.0,0.0,0.0,6.57,0.14,0.0,0.708,0.005,0.0,0.01113,0.0001
Africa,2022-10-30,OWID_AFR,1046.0,16.0,28.0,0.0,4.0,0.0,0.019,0.727,0.003,0.0,0.01113,0.0
Africa,2022-10-31,OWID_AFR,1046.0,16.0,0.0,0.0,4.0,0.0,0.0,0.727,0.003,0.0,0.01113,0.0
Africa,2022-11-01,OWID_AFR,1046.0,16.0,0.0,0.0,4.0,0.0,0.0,0.727,0.003,0.0,0.01113,0.0
Africa,2022-11-02,OWID_AFR,1046.0,16.0,0.0,0.0,4.0,0.0,0.0,0.727,0.003,0.0,0.01113,0.0
Africa,2022-11-03,OWID_AFR,1046.0,16.0,0.0,0.0,4.0,0.0,0.0,0.727,0.003,0.0,0.01112,0.0
Africa,2022-11-04,OWID_AFR,1046.0,16.0,0.0,0.0,4.0,0.0,0.0,0.727,0.003,0.0,0.01112,0.0
Africa,2022-11-05,OWID_AFR,1046.0,16.0,0.0,0.0,4.0,0.0,0.0,0.727,0.003,0.0,0.01112,0.0
Africa,2022-11-06,OWID_AFR,1067.0,16.0,21.0,0.0,3.0,0.0,0.015,0.742,0.002,0.0,0.01112,0.0
Africa,2022-11-07,OWID_AFR,1067.0,16.0,0.0,0.0,3.0,0.0,0.0,0.742,0.002,0.0,0.01112,0.0
Africa,2022-11-08,OWID_AFR,1067.0,16.0,0.0,0.0,3.0,0.0,0.0,0.742,0.002,0.0,0.01112,0.0
Africa,2022-11-09,OWID_AFR,1067.0,16.0,0.0,0.0,3.0,0.0,0.0,0.742,0.002,0.0,0.01112,0.0
Africa,2022-11-10,OWID_AFR,1067.0,16.0,0.0,0.0,3.0,0.0,0.0,0.742,0.002,0.0,0.01112,0.0
Africa,2022-11-11,OWID_AFR,1067.0,16.0,0.0,0.0,3.0,0.0,0.0,0.741,0.002,0.0,0.01112,0.0
Africa,2022-11-12,OWID_AFR,1067.0,16.0,0.0,0.0,3.0,0.0,0.0,0.741,0.002,0.0,0.01112,0.0
Africa,2022-11-13,OWID_AFR,1089.0,16.0,22.0,0.0,3.14,0.0,0.015,0.757,0.002,0.0,0.01112,0.0
Africa,2022-11-14,OWID_AFR,1089.0,16.0,0.0,0.0,3.14,0.0,0.0,0.757,0.002,0.0,0.01112,0.0
Africa,2022-11-15,OWID_AFR,1089.0,16.0,0.0,0.0,3.14,0.0,0.0,0.757,0.002,0.0,0.01112,0.0
Africa,2022-11-16,OWID_AFR,1089.0,16.0,0.0,0.0,3.14,0.0,0.0,0.757,0.002,0.0,0.01112,0.0
Africa,2022-11-17,OWID_AFR,1089.0,16.0,0.0,0.0,3.14,0.0,0.0,0.756,0.002,0.0,0.01111,0.0
